id;commentaires;premiere_diffusion_episode;numero_episode;resume_episode;note;duree;numero_saison;titre_episode;votes;titre_serie;annee_premiere_diffusion_serie;resume_serie;premiere_diffusion_serie;pays;status_serie;genres_serie
166743;0;2011-10-13 02:00:00;9;What begins as an innocent game between the boys turns serious when Cartman joins the U.S. Border Patrol. Not surprisingly, Cartman turns out to be really good at stopping Mexicans.;8.23963;22;15;The Last of the Meheecans;651;South Park;1997;South Park is an animated series featuring four boys who live in the Colorado town of South Park, which is beset by frequent odd occurrences. The show grew out of a short film that Trey Parker and Matt Stone created called The Spirit of Christmas, and has become an award-winning show that is a unique blend of humor and satire.;1997-08-14 02:00:00;us;returning series;['animation', 'comedy']
166744;0;2011-10-20 02:00:00;10;The students of South Park Elementary are the victims of a new gossip website. An elusive hacker has somehow gained access into the student's confidential phone calls and e-mails and is posting all their juicy stories. The boys are shocked when they discover the identity of the hacker.;7.85948;22;15;Bass to Mouth;612;South Park;1997;South Park is an animated series featuring four boys who live in the Colorado town of South Park, which is beset by frequent odd occurrences. The show grew out of a short film that Trey Parker and Matt Stone created called The Spirit of Christmas, and has become an award-winning show that is a unique blend of humor and satire.;1997-08-14 02:00:00;us;returning series;['animation', 'comedy']
166745;0;2011-10-27 02:00:00;11;Sharon is thrilled that Randy is making an effort to do more things that she enjoys. But, after he takes her to see a hit musical in Denver, Randy becomes Broadway’s biggest fan. Sharon is whisked away to New York and treated to every musical on the Great White Way. ;7.96825;22;15;Broadway Bro Down;567;South Park;1997;South Park is an animated series featuring four boys who live in the Colorado town of South Park, which is beset by frequent odd occurrences. The show grew out of a short film that Trey Parker and Matt Stone created called The Spirit of Christmas, and has become an award-winning show that is a unique blend of humor and satire.;1997-08-14 02:00:00;us;returning series;['animation', 'comedy']
166746;0;2011-11-03 02:00:00;12;The kids at South Park Elementary are being punished for Cartman's failings in the physical education department. What will Cartman do when they all gang up on him?;7.89474;22;15;1%;627;South Park;1997;South Park is an animated series featuring four boys who live in the Colorado town of South Park, which is beset by frequent odd occurrences. The show grew out of a short film that Trey Parker and Matt Stone created called The Spirit of Christmas, and has become an award-winning show that is a unique blend of humor and satire.;1997-08-14 02:00:00;us;returning series;['animation', 'comedy']
166747;0;2011-11-10 03:00:00;13;After watching a Thanksgiving special on The History Channel, the boys believe that aliens were involved in the original feast. But, questions remain... was the first Thanksgiving haunted? Is alien technology responsible for stuffing? The truth could change Thanksgiving for everyone. ;7.71509;22;15;A History Channel Thanksgiving;530;South Park;1997;South Park is an animated series featuring four boys who live in the Colorado town of South Park, which is beset by frequent odd occurrences. The show grew out of a short film that Trey Parker and Matt Stone created called The Spirit of Christmas, and has become an award-winning show that is a unique blend of humor and satire.;1997-08-14 02:00:00;us;returning series;['animation', 'comedy']
166748;1;2011-11-17 03:00:00;14;With their parents in jail, Kenny and his brother and sister find themselves in the foster care system. Cartman is sincerely disturbed when Kenny is taken away. He doesn't know who to rip on for being the poorest kid in school anymore.;7.94346;22;15;The Poor Kid;566;South Park;1997;South Park is an animated series featuring four boys who live in the Colorado town of South Park, which is beset by frequent odd occurrences. The show grew out of a short film that Trey Parker and Matt Stone created called The Spirit of Christmas, and has become an award-winning show that is a unique blend of humor and satire.;1997-08-14 02:00:00;us;returning series;['animation', 'comedy']
166749;0;2012-03-15 02:00:00;1;One of the boys had been told time and time again about leaving the toilet seat up after he goes to the bathroom, but he didn't listen. His actions have consequences and ultimately result in an unimaginable catastrophe.;7.93756;22;16;Reverse Cowgirl;961;South Park;1997;South Park is an animated series featuring four boys who live in the Colorado town of South Park, which is beset by frequent odd occurrences. The show grew out of a short film that Trey Parker and Matt Stone created called The Spirit of Christmas, and has become an award-winning show that is a unique blend of humor and satire.;1997-08-14 02:00:00;us;returning series;['animation', 'comedy']
166750;0;2012-03-22 02:00:00;2;Cartman launches a gemstones network show and creates a very lucrative business. Stan searches for the real value of a piece of jewelry that was a gift from his Grandpa. Meanwhile, Cartmans lucrative new business preys upon an extremely vulnerable clientele.;7.95087;22;16;Cash for Gold;916;South Park;1997;South Park is an animated series featuring four boys who live in the Colorado town of South Park, which is beset by frequent odd occurrences. The show grew out of a short film that Trey Parker and Matt Stone created called The Spirit of Christmas, and has become an award-winning show that is a unique blend of humor and satire.;1997-08-14 02:00:00;us;returning series;['animation', 'comedy']
166751;0;2012-03-29 02:00:00;3;"Mankind's evolution begins to accelerate at a rapid and disturbing pace. Concurrently, another species on the planet is exhibiting the same drastic development. Eventually the two species will battle to the death and ""Faith Hilling"" may be humanity's only hope.";7.67714;22;16;Faith Hilling;796;South Park;1997;South Park is an animated series featuring four boys who live in the Colorado town of South Park, which is beset by frequent odd occurrences. The show grew out of a short film that Trey Parker and Matt Stone created called The Spirit of Christmas, and has become an award-winning show that is a unique blend of humor and satire.;1997-08-14 02:00:00;us;returning series;['animation', 'comedy']
166752;0;2012-04-05 02:00:00;4;South Park's big Easter egg hunt is in jeopardy when there are rumors of a dangerous beast lurking in the woods nearby. Cartman tries to warn everyone that their lives are at risk if they participate in the egg hunt. No one believes him until he produces video evidence of the mystery being.;7.37483;22;16;Jewpacabra;747;South Park;1997;South Park is an animated series featuring four boys who live in the Colorado town of South Park, which is beset by frequent odd occurrences. The show grew out of a short film that Trey Parker and Matt Stone created called The Spirit of Christmas, and has become an award-winning show that is a unique blend of humor and satire.;1997-08-14 02:00:00;us;returning series;['animation', 'comedy']
